"KZS5\加湿蒸汽阀调节输出 Time;""KZS5\加湿蒸汽阀调节输出 ValueY"""
2019/12/31 18:30:58;60
2019/12/31 18:32:58;60
2019/12/31 18:34:58;60
2019/12/31 18:36:58;60
2019/12/31 18:38:58;60
2019/12/31 18:40:58;60
2019/12/31 18:42:58;60
2019/12/31 18:44:58;60
2019/12/31 18:46:58;60
2019/12/31 18:48:58;60
2019/12/31 18:50:58;60
2019/12/31 18:52:58;60
2019/12/31 18:54:58;60
2019/12/31 18:56:58;60
2019/12/31 18:58:58;60
2019/12/31 19:00:58;60
2019/12/31 19:02:58;60
2019/12/31 19:04:58;60
2019/12/31 19:06:58;60
2019/12/31 19:08:58;60
2019/12/31 19:10:58;60
2019/12/31 19:12:58;60
2019/12/31 19:14:58;60
2019/12/31 19:16:58;60
2019/12/31 19:18:58;60
2019/12/31 19:20:58;60
2019/12/31 19:22:58;60
2019/12/31 19:24:58;60
2019/12/31 19:26:58;60
2019/12/31 19:28:58;60
2019/12/31 19:30:58;60
2019/12/31 19:32:58;60
2019/12/31 19:34:58;60
2019/12/31 19:36:58;60
2019/12/31 19:38:58;60
2019/12/31 19:40:58;60
2019/12/31 19:42:58;60
2019/12/31 19:44:58;60
2019/12/31 19:46:58;60
2019/12/31 19:48:58;60
2019/12/31 19:50:58;60
2019/12/31 19:52:58;60
2019/12/31 19:54:58;60
2019/12/31 19:56:58;60
2019/12/31 19:58:58;60
2019/12/31 20:00:58;60
2019/12/31 20:02:58;60
2019/12/31 20:04:58;60
2019/12/31 20:06:58;60
2019/12/31 20:08:58;60
2019/12/31 20:10:58;60
2019/12/31 20:12:58;60
2019/12/31 20:14:58;60
2019/12/31 20:16:58;60
2019/12/31 20:18:58;60
2019/12/31 20:20:58;60
2019/12/31 20:22:58;60
2019/12/31 20:24:58;60
2019/12/31 20:26:58;60
2019/12/31 20:28:58;60
2019/12/31 20:30:58;60
2019/12/31 20:32:58;60
2019/12/31 20:34:58;60
2019/12/31 20:36:58;60
2019/12/31 20:38:58;60
2019/12/31 20:40:58;60
2019/12/31 20:42:58;60
2019/12/31 20:44:58;60
2019/12/31 20:46:58;60
2019/12/31 20:48:58;60
2019/12/31 20:50:58;60
2019/12/31 20:52:58;60
2019/12/31 20:54:58;60
2019/12/31 20:56:58;60
2019/12/31 20:58:58;60
2019/12/31 21:00:58;60
2019/12/31 21:02:58;60
2019/12/31 21:04:58;60
2019/12/31 21:06:58;60
2019/12/31 21:08:58;60
2019/12/31 21:10:58;60
2019/12/31 21:12:58;60
2019/12/31 21:14:58;60
2019/12/31 21:16:58;60
2019/12/31 21:18:58;65
2019/12/31 21:20:58;65
2019/12/31 21:22:58;68
2019/12/31 21:24:58;68
2019/12/31 21:26:58;68
2019/12/31 21:28:58;71
2019/12/31 21:30:58;71
2019/12/31 21:32:58;71
2019/12/31 21:34:58;71
2019/12/31 21:36:58;71
2019/12/31 21:38:58;71
2019/12/31 21:40:58;71
2019/12/31 21:42:58;71
2019/12/31 21:44:58;71
2019/12/31 21:46:58;75
2019/12/31 21:48:58;75
2019/12/31 21:50:58;75
2019/12/31 21:52:58;75
2019/12/31 21:54:58;75
2019/12/31 21:56:58;75
2019/12/31 21:58:58;75
2019/12/31 22:00:58;75
2019/12/31 22:02:58;75
2019/12/31 22:04:58;75
2019/12/31 22:06:58;75
2019/12/31 22:08:58;75
2019/12/31 22:10:58;75
2019/12/31 22:12:58;75
2019/12/31 22:14:58;75
2019/12/31 22:16:58;75
2019/12/31 22:18:58;75
2019/12/31 22:20:58;75
2019/12/31 22:22:58;75
2019/12/31 22:24:58;75
2019/12/31 22:26:58;75
2019/12/31 22:28:58;75
2019/12/31 22:30:58;75
2019/12/31 22:32:58;75
2019/12/31 22:34:58;75
2019/12/31 22:36:58;75
2019/12/31 22:38:58;75
2019/12/31 22:40:58;75
2019/12/31 22:42:58;75
2019/12/31 22:44:58;75
2019/12/31 22:46:58;75
2019/12/31 22:48:58;75
2019/12/31 22:50:58;75
2019/12/31 22:52:58;75
2019/12/31 22:54:58;75
2019/12/31 22:56:58;75
2019/12/31 22:58:58;75
2019/12/31 23:00:58;75
2019/12/31 23:02:58;75
2019/12/31 23:04:58;75
2019/12/31 23:06:58;75
2019/12/31 23:08:58;75
2019/12/31 23:10:58;75
2019/12/31 23:12:58;75
2019/12/31 23:14:58;75
2019/12/31 23:16:58;75
2019/12/31 23:18:58;75
2019/12/31 23:20:58;75
2019/12/31 23:22:58;75
2019/12/31 23:24:58;75
2019/12/31 23:26:58;75
2019/12/31 23:28:58;75
2019/12/31 23:30:58;75
2019/12/31 23:32:58;75
2019/12/31 23:34:58;75
2019/12/31 23:36:58;75
2019/12/31 23:38:58;75
2019/12/31 23:40:58;75
2019/12/31 23:42:58;75
2019/12/31 23:44:58;75
2019/12/31 23:46:58;75
2019/12/31 23:48:58;75
2019/12/31 23:50:58;75
2019/12/31 23:52:58;75
2019/12/31 23:54:58;75
2019/12/31 23:56:58;75
2019/12/31 23:58:58;75
2020/1/1 0:00:58;75
2020/1/1 0:02:58;75
2020/1/1 0:04:58;75
2020/1/1 0:06:58;75
2020/1/1 0:08:58;75
2020/1/1 0:10:58;75
2020/1/1 0:12:58;75
2020/1/1 0:14:58;75
2020/1/1 0:16:58;75
2020/1/1 0:18:58;75
2020/1/1 0:20:58;75
2020/1/1 0:22:58;75
2020/1/1 0:24:58;75
2020/1/1 0:26:58;75
2020/1/1 0:28:58;75
2020/1/1 0:30:58;75
2020/1/1 0:32:58;75
2020/1/1 0:34:58;75
2020/1/1 0:36:58;75
2020/1/1 0:38:58;75
2020/1/1 0:40:58;75
2020/1/1 0:42:58;75
2020/1/1 0:44:58;75
2020/1/1 0:46:58;75
2020/1/1 0:48:58;75
2020/1/1 0:50:58;75
2020/1/1 0:52:58;75
2020/1/1 0:54:58;75
2020/1/1 0:56:58;75
2020/1/1 0:58:58;75
2020/1/1 1:00:58;75
2020/1/1 1:02:58;75
2020/1/1 1:04:58;75
2020/1/1 1:06:58;75
2020/1/1 1:08:58;75
2020/1/1 1:10:58;75
2020/1/1 1:12:58;75
2020/1/1 1:14:58;75
2020/1/1 1:16:58;75
2020/1/1 1:18:58;75
2020/1/1 1:20:58;75
2020/1/1 1:22:58;75
2020/1/1 1:24:58;75
2020/1/1 1:26:58;75
2020/1/1 1:28:58;75
2020/1/1 1:30:58;75
2020/1/1 1:32:58;75
2020/1/1 1:34:58;75
2020/1/1 1:36:58;75
2020/1/1 1:38:58;75
2020/1/1 1:40:58;75
2020/1/1 1:42:58;75
2020/1/1 1:44:58;75
2020/1/1 1:46:58;75
2020/1/1 1:48:58;75
2020/1/1 1:50:58;75
2020/1/1 1:52:58;75.2311477661133
2020/1/1 1:54:58;75.9039154052734
2020/1/1 1:56:58;76.5490493774414
2020/1/1 1:58:58;77.1908874511719
2020/1/1 2:00:58;77.8122634887695
2020/1/1 2:02:58;78.1184616088867
2020/1/1 2:04:58;78.6809539794922
2020/1/1 2:06:58;79.2732925415039
2020/1/1 2:08:58;79.8256988525391
2020/1/1 2:10:58;80.3712692260742
2020/1/1 2:12:58;80.6360931396484
2020/1/1 2:14:58;81.1492919921875
2020/1/1 2:16:58;81.6554565429688
2020/1/1 2:18:58;82.1092834472656
2020/1/1 2:20:58;82.5473098754883
2020/1/1 2:22:58;82.9721527099609
2020/1/1 2:24:58;83.1809463500977
2020/1/1 2:26:58;83.5695571899414
2020/1/1 2:28:58;83.9187698364258
2020/1/1 2:30:58;84.2733459472656
2020/1/1 2:32:58;84.6071624755859
2020/1/1 2:34:58;84.9061660766602
2020/1/1 2:36:58;85.054801940918
2020/1/1 2:38:58;85.3282318115234
2020/1/1 2:40:58;85.5970458984375
2020/1/1 2:42:58;85.8362350463867
2020/1/1 2:44:58;86.0671463012695
2020/1/1 2:46:58;86.2695388793945
2020/1/1 2:48:58;86.3673782348633
2020/1/1 2:50:58;86.5320739746094
2020/1/1 2:52:58;86.7065582275391
2020/1/1 2:54:58;86.8489151000977
2020/1/1 2:56:58;86.9923400878906
2020/1/1 2:58:58;87.1092071533203
2020/1/1 3:00:58;87.1517639160156
2020/1/1 3:02:58;87.2579345703125
2020/1/1 3:04:58;87.3456115722656
2020/1/1 3:06:58;87.4401397705078
2020/1/1 3:08:58;87.4961776733398
2020/1/1 3:10:58;60
2020/1/1 3:12:58;60
2020/1/1 3:14:58;60
2020/1/1 3:16:58;60
2020/1/1 3:18:58;60
2020/1/1 3:20:58;60
2020/1/1 3:22:58;60
2020/1/1 3:24:58;60
2020/1/1 3:26:58;60
2020/1/1 3:28:58;67
2020/1/1 3:30:58;67
2020/1/1 3:32:58;67
2020/1/1 3:34:58;67
2020/1/1 3:36:58;70
2020/1/1 3:38:58;70
2020/1/1 3:40:58;70
2020/1/1 3:42:58;70
2020/1/1 3:44:58;70
2020/1/1 3:46:58;70
2020/1/1 3:48:58;70
2020/1/1 3:50:58;70
2020/1/1 3:52:58;75
2020/1/1 3:54:58;75
2020/1/1 3:56:58;75
2020/1/1 3:58:58;78
2020/1/1 4:00:58;78
2020/1/1 4:02:58;78
2020/1/1 4:04:58;78
2020/1/1 4:06:58;78
2020/1/1 4:08:58;78
2020/1/1 4:10:58;78
2020/1/1 4:12:58;78
2020/1/1 4:14:58;78
2020/1/1 4:16:58;78
2020/1/1 4:18:58;78
2020/1/1 4:20:58;78
2020/1/1 4:22:58;80
2020/1/1 4:24:58;80
2020/1/1 4:26:58;80
2020/1/1 4:28:58;80
2020/1/1 4:30:58;80
2020/1/1 4:32:58;80
2020/1/1 4:34:58;80
2020/1/1 4:36:58;80
2020/1/1 4:38:58;80
2020/1/1 4:40:58;80
2020/1/1 4:42:58;80
2020/1/1 4:44:58;80
2020/1/1 4:46:58;80
2020/1/1 4:48:58;80
2020/1/1 4:50:58;80
2020/1/1 4:52:58;80
2020/1/1 4:54:58;80
2020/1/1 4:56:58;80
2020/1/1 4:58:58;80
2020/1/1 5:00:58;80
2020/1/1 5:02:58;80
2020/1/1 5:04:58;80
2020/1/1 5:06:58;80
2020/1/1 5:08:58;80
2020/1/1 5:10:58;80
2020/1/1 5:12:58;80
2020/1/1 5:14:58;80
2020/1/1 5:16:58;80
2020/1/1 5:18:58;80
2020/1/1 5:20:58;80
2020/1/1 5:22:58;80
2020/1/1 5:24:58;80
2020/1/1 5:26:58;80
2020/1/1 5:28:58;80
2020/1/1 5:30:58;80
2020/1/1 5:32:58;80
2020/1/1 5:34:58;80
2020/1/1 5:36:58;80
2020/1/1 5:38:58;80
2020/1/1 5:40:58;80
2020/1/1 5:42:58;80
2020/1/1 5:44:58;80
2020/1/1 5:46:58;80
2020/1/1 5:48:58;80
2020/1/1 5:50:58;80
2020/1/1 5:52:58;80
2020/1/1 5:54:58;80
2020/1/1 5:56:58;80
2020/1/1 5:58:58;80
2020/1/1 6:00:58;80
2020/1/1 6:02:58;80
2020/1/1 6:04:58;80
2020/1/1 6:06:58;80
2020/1/1 6:08:58;80
2020/1/1 6:10:58;80
2020/1/1 6:12:58;80
2020/1/1 6:14:58;80
2020/1/1 6:16:58;80
2020/1/1 6:18:58;80
2020/1/1 6:20:58;80
2020/1/1 6:22:58;80
2020/1/1 6:24:58;80
2020/1/1 6:26:58;80
2020/1/1 6:28:58;80
2020/1/1 6:30:58;80
2020/1/1 6:32:58;80
2020/1/1 6:34:58;80
2020/1/1 6:36:58;80
2020/1/1 6:38:58;80
2020/1/1 6:40:58;80
2020/1/1 6:42:58;80
2020/1/1 6:44:58;80
2020/1/1 6:46:58;80
2020/1/1 6:48:58;80
2020/1/1 6:50:58;80
2020/1/1 6:52:58;80
2020/1/1 6:54:58;80
2020/1/1 6:56:58;80
2020/1/1 6:58:58;80
2020/1/1 7:00:58;80
2020/1/1 7:02:58;80
2020/1/1 7:04:58;80
2020/1/1 7:06:58;80
2020/1/1 7:08:58;80
2020/1/1 7:10:58;80
2020/1/1 7:12:58;80
2020/1/1 7:14:58;80
2020/1/1 7:16:58;80
2020/1/1 7:18:58;80
2020/1/1 7:20:58;80
2020/1/1 7:22:58;80
2020/1/1 7:24:58;80
2020/1/1 7:26:58;80
2020/1/1 7:28:58;80
2020/1/1 7:30:58;80
2020/1/1 7:32:58;80
2020/1/1 7:34:58;80
2020/1/1 7:36:58;80
2020/1/1 7:38:58;80
2020/1/1 7:40:58;80
2020/1/1 7:42:58;80
2020/1/1 7:44:58;80
2020/1/1 7:46:58;80
2020/1/1 7:48:58;80
2020/1/1 7:50:58;80
2020/1/1 7:52:58;80
2020/1/1 7:54:58;80
2020/1/1 7:56:58;80
2020/1/1 7:58:58;80
2020/1/1 8:00:58;85
2020/1/1 8:02:58;85
2020/1/1 8:04:58;85
2020/1/1 8:06:58;85
2020/1/1 8:08:58;85
2020/1/1 8:10:58;85
2020/1/1 8:12:58;85
2020/1/1 8:14:58;85
2020/1/1 8:16:58;85
2020/1/1 8:18:58;85
2020/1/1 8:20:58;85
2020/1/1 8:22:58;85
2020/1/1 8:24:58;85
2020/1/1 8:26:58;85
2020/1/1 8:28:58;85
2020/1/1 8:30:58;85
2020/1/1 8:32:58;85
2020/1/1 8:34:58;85
2020/1/1 8:36:58;85
2020/1/1 8:38:58;85
2020/1/1 8:40:58;85
2020/1/1 8:42:58;85
2020/1/1 8:44:58;85
2020/1/1 8:46:58;85
2020/1/1 8:48:58;85
2020/1/1 8:50:58;85
2020/1/1 8:52:58;85
2020/1/1 8:54:58;85
2020/1/1 8:56:58;85
2020/1/1 8:58:58;85
2020/1/1 9:00:58;85
2020/1/1 9:02:58;85
2020/1/1 9:04:58;85
2020/1/1 9:06:58;85
2020/1/1 9:08:58;85
2020/1/1 9:10:58;85
2020/1/1 9:12:58;85
2020/1/1 9:14:58;85
2020/1/1 9:16:58;85
2020/1/1 9:18:58;85
2020/1/1 9:20:58;85
2020/1/1 9:22:58;85
2020/1/1 9:24:58;85
2020/1/1 10:40:58;82
2020/1/1 10:42:58;82
2020/1/1 10:44:58;82
2020/1/1 10:46:58;82
2020/1/1 10:48:58;82
2020/1/1 10:50:58;82
2020/1/1 10:52:58;82
2020/1/1 10:54:58;82
2020/1/1 10:56:58;82
2020/1/1 10:58:58;82
2020/1/1 11:00:58;82
2020/1/1 11:02:58;82
2020/1/1 11:04:58;82
2020/1/1 11:06:58;82
2020/1/1 11:08:58;82
2020/1/1 11:10:58;80
2020/1/1 11:12:58;80
2020/1/1 11:14:58;80
2020/1/1 11:16:58;80
2020/1/1 11:18:58;80
2020/1/1 11:20:58;80
2020/1/1 11:22:58;80
2020/1/1 11:24:58;80
2020/1/1 11:26:58;80
2020/1/1 11:28:58;80
2020/1/1 11:30:58;80
2020/1/1 11:32:58;80
2020/1/1 11:34:58;80
2020/1/1 11:36:58;80
2020/1/1 11:38:58;80
2020/1/1 11:40:58;80
2020/1/1 11:42:58;80
2020/1/1 11:44:58;80
2020/1/1 11:46:58;80
2020/1/1 11:48:58;80
2020/1/1 11:50:58;80
2020/1/1 11:52:58;80
2020/1/1 11:54:58;80
2020/1/1 11:56:58;80
2020/1/1 11:58:58;80
2020/1/1 12:00:58;80
2020/1/1 12:02:58;80
2020/1/1 12:04:58;80
2020/1/1 12:06:58;80
2020/1/1 12:08:58;80
2020/1/1 12:10:58;79
2020/1/1 12:12:58;79
2020/1/1 12:14:58;79
2020/1/1 12:16:58;79
2020/1/1 12:18:58;79
2020/1/1 12:20:58;79
2020/1/1 12:22:58;79
2020/1/1 12:24:58;79
2020/1/1 12:26:58;79
2020/1/1 12:28:58;79
2020/1/1 12:30:58;79
2020/1/1 12:32:58;79
2020/1/1 12:34:58;79
2020/1/1 12:36:58;79
2020/1/1 12:38:58;79
2020/1/1 12:40:58;79
2020/1/1 12:42:58;79
2020/1/1 12:44:58;79
2020/1/1 12:46:58;79
2020/1/1 12:48:58;79
2020/1/1 12:50:58;79
2020/1/1 12:52:58;79
2020/1/1 12:54:58;79
2020/1/1 12:56:58;79
2020/1/1 12:58:58;79
2020/1/1 13:00:58;79
2020/1/1 13:02:58;79
2020/1/1 13:04:58;79
2020/1/1 13:06:58;79
2020/1/1 13:08:58;79
2020/1/1 13:10:58;79
2020/1/1 13:12:58;79
2020/1/1 13:14:58;79
2020/1/1 13:16:58;79
2020/1/1 13:18:58;79
2020/1/1 13:20:58;79
2020/1/1 13:22:58;79
2020/1/1 13:24:58;79
2020/1/1 13:26:58;79
2020/1/1 13:28:58;79
2020/1/1 13:30:58;79
2020/1/1 13:32:58;79
2020/1/1 13:34:58;79
2020/1/1 13:36:58;79
2020/1/1 13:38:58;79
2020/1/1 13:40:58;79
2020/1/1 13:42:58;79
2020/1/1 13:44:58;79
2020/1/1 13:46:58;79
2020/1/1 13:48:58;79
2020/1/1 13:50:58;79
2020/1/1 13:52:58;79
2020/1/1 13:54:58;79
2020/1/1 13:56:58;79
2020/1/1 13:58:58;79
2020/1/1 14:00:58;79
2020/1/1 14:02:58;79
2020/1/1 14:04:58;79
2020/1/1 14:06:58;79
2020/1/1 14:08:58;79
2020/1/1 14:10:58;79
2020/1/1 14:12:58;79
2020/1/1 14:14:58;79
2020/1/1 14:16:58;79
2020/1/1 14:18:58;79
2020/1/1 14:20:58;79
2020/1/1 14:22:58;79
2020/1/1 14:24:58;79
2020/1/1 14:26:58;79
2020/1/1 14:28:58;79
2020/1/1 14:30:58;79
2020/1/1 14:32:58;79
2020/1/1 14:34:58;79
2020/1/1 14:36:58;79
2020/1/1 14:38:58;79
2020/1/1 14:40:58;79
2020/1/1 14:42:58;79
2020/1/1 14:44:58;79
2020/1/1 14:46:58;79
2020/1/1 14:48:58;79
2020/1/1 14:50:58;79
2020/1/1 14:52:58;79
2020/1/1 14:54:58;79
2020/1/1 14:56:58;79
2020/1/1 14:58:58;79
2020/1/1 15:00:58;79
2020/1/1 15:02:58;79
2020/1/1 15:04:58;79
2020/1/1 15:06:58;79
2020/1/1 15:08:58;79
2020/1/1 15:10:58;79
2020/1/1 15:12:58;79
2020/1/1 15:14:58;79
2020/1/1 15:16:58;79
2020/1/1 15:18:58;79
2020/1/1 15:20:58;79
2020/1/1 15:22:58;79
2020/1/1 15:24:58;79
2020/1/1 15:26:58;79
2020/1/1 15:28:58;79
2020/1/1 15:30:58;79
2020/1/1 15:32:58;79
2020/1/1 15:34:58;79
2020/1/1 15:36:58;79
2020/1/1 15:38:58;79
2020/1/1 15:40:58;79
2020/1/1 15:42:58;79
2020/1/1 15:44:58;79
2020/1/1 15:46:58;79
2020/1/1 15:48:58;79
2020/1/1 15:50:58;79
2020/1/1 15:52:58;79
2020/1/1 15:54:58;79
2020/1/1 15:56:58;79
2020/1/1 15:58:58;79
2020/1/1 16:00:58;79
2020/1/1 16:02:58;79
2020/1/1 16:04:58;79
2020/1/1 16:06:58;79
2020/1/1 16:08:58;79
2020/1/1 16:10:58;79
2020/1/1 16:12:58;79
2020/1/1 16:14:58;79
2020/1/1 16:16:58;79
2020/1/1 16:18:58;79
2020/1/1 16:20:58;79
2020/1/1 16:22:58;79
2020/1/1 16:24:58;79
2020/1/1 16:26:58;79
2020/1/1 16:28:58;79
2020/1/1 16:30:58;79
2020/1/1 16:32:58;79
2020/1/1 16:34:58;79
2020/1/1 16:36:58;79
2020/1/1 16:38:58;79
2020/1/1 16:40:58;79
2020/1/1 16:42:58;79
2020/1/1 16:44:58;79
2020/1/1 16:46:58;79
2020/1/1 16:48:58;79
2020/1/1 16:50:58;79
2020/1/1 16:52:58;79
2020/1/1 16:54:58;79
2020/1/1 16:56:58;79
2020/1/1 16:58:58;79
2020/1/1 17:00:58;79
2020/1/1 17:02:58;79
2020/1/1 17:04:58;79
2020/1/1 17:06:58;79
2020/1/1 17:08:58;79
2020/1/1 17:10:58;79
2020/1/1 17:12:58;79
2020/1/1 17:14:58;79
2020/1/1 17:16:58;79
2020/1/1 17:18:58;79
2020/1/1 17:20:58;79
2020/1/1 17:22:58;79
2020/1/1 17:24:58;79
2020/1/1 17:26:58;79
2020/1/1 17:28:58;79
2020/1/1 17:30:58;79
2020/1/1 17:32:58;79
2020/1/1 17:34:58;79
2020/1/1 17:36:58;79
2020/1/1 17:38:58;79
2020/1/1 17:40:58;79
2020/1/1 17:42:58;79
2020/1/1 17:44:58;79
2020/1/1 17:46:58;79
2020/1/1 17:48:58;79
2020/1/1 17:50:58;79
2020/1/1 17:52:58;79
2020/1/1 17:54:58;79
2020/1/1 17:56:58;79
2020/1/1 17:58:58;79
2020/1/1 18:00:58;79
2020/1/1 18:02:58;79
2020/1/1 18:04:58;79
2020/1/1 18:06:58;79
2020/1/1 18:08:58;79
2020/1/1 18:10:58;79
2020/1/1 18:12:58;79
2020/1/1 18:14:58;79
2020/1/1 18:16:58;79
2020/1/1 18:18:58;79
2020/1/1 18:20:58;79
2020/1/1 18:22:58;79
2020/1/1 18:24:58;79
2020/1/1 18:26:58;79
2020/1/1 18:28:58;79
2020/1/1 18:30:58;79
2020/1/1 18:32:58;79
2020/1/1 18:34:58;79
2020/1/1 18:36:58;79
2020/1/1 18:38:58;79
2020/1/1 18:40:58;79
2020/1/1 18:42:58;79
2020/1/1 18:44:58;79
2020/1/1 18:46:58;79
2020/1/1 18:48:58;79
2020/1/1 18:50:58;79
2020/1/1 18:52:58;79
2020/1/1 18:54:58;79
2020/1/1 18:56:58;79
2020/1/1 18:58:58;79
2020/1/1 19:00:58;79
2020/1/1 19:02:58;79
2020/1/1 19:04:58;79
2020/1/1 19:06:58;79
2020/1/1 19:08:58;79
2020/1/1 19:10:58;79
2020/1/1 19:12:58;79
2020/1/1 19:14:58;79
2020/1/1 19:16:58;79
2020/1/1 19:18:58;79
2020/1/1 19:20:58;79
2020/1/1 19:22:58;79
2020/1/1 19:24:58;79
2020/1/1 19:26:58;79
2020/1/1 19:28:58;79
2020/1/1 19:30:58;79
2020/1/1 19:32:58;79
2020/1/1 19:34:58;79
2020/1/1 19:36:58;79
2020/1/1 19:38:58;79
2020/1/1 19:40:58;79
2020/1/1 19:42:58;79
2020/1/1 19:44:58;79
2020/1/1 19:46:58;79
2020/1/1 19:48:58;79
2020/1/1 19:50:58;79
2020/1/1 19:52:58;79
2020/1/1 19:54:58;79
2020/1/1 19:56:58;79
2020/1/1 19:58:58;79
2020/1/1 20:00:58;79
2020/1/1 20:02:58;79
2020/1/1 20:04:58;79
2020/1/1 20:06:58;79
2020/1/1 20:08:58;79
2020/1/1 20:10:58;79
2020/1/1 20:12:58;79
2020/1/1 20:14:58;79
2020/1/1 20:16:58;79
2020/1/1 20:18:58;79
2020/1/1 20:20:58;79
2020/1/1 20:22:58;79
2020/1/1 20:24:58;79
2020/1/1 20:26:58;79
2020/1/1 20:28:58;79
2020/1/1 20:30:58;79
2020/1/1 20:32:58;79
2020/1/1 20:34:58;79
2020/1/1 20:36:58;79
2020/1/1 20:38:58;79
2020/1/1 20:40:58;79
2020/1/1 20:42:58;79
2020/1/1 20:44:58;79
2020/1/1 20:46:58;79
2020/1/1 20:48:58;79
2020/1/1 20:50:58;79
2020/1/1 20:52:58;79
2020/1/1 20:54:58;79
2020/1/1 20:56:58;79
2020/1/1 20:58:58;79
2020/1/1 21:00:58;79
2020/1/1 21:02:58;79
2020/1/1 21:04:58;79
2020/1/1 21:06:58;79
2020/1/1 21:08:58;79
2020/1/1 21:10:58;79
2020/1/1 21:12:58;79
2020/1/1 21:14:58;79
2020/1/1 21:16:58;79
2020/1/1 21:18:58;79
2020/1/1 21:20:58;79
2020/1/1 21:22:58;79
2020/1/1 21:24:58;79
2020/1/1 21:26:58;79
2020/1/1 21:28:58;79
2020/1/1 21:30:58;79
2020/1/1 21:32:58;79
2020/1/1 21:34:58;79
2020/1/1 21:36:58;79
2020/1/1 21:38:58;79
2020/1/1 21:40:58;79
2020/1/1 21:42:58;79
2020/1/1 21:44:58;79
2020/1/1 21:46:58;79
2020/1/1 21:48:58;79
2020/1/1 21:50:58;79
2020/1/1 21:52:58;79
2020/1/1 21:54:58;79
2020/1/1 21:56:58;79
2020/1/1 21:58:58;85
2020/1/1 22:00:58;85
2020/1/1 22:02:58;85
2020/1/1 22:04:58;85
2020/1/1 22:06:58;85
2020/1/1 22:08:58;85
2020/1/1 22:10:58;85
2020/1/1 22:12:58;85
2020/1/1 22:14:58;85
2020/1/1 22:16:58;85
2020/1/1 22:18:58;85
2020/1/1 22:20:58;85
2020/1/1 22:22:58;85
2020/1/1 22:24:58;85
2020/1/1 22:26:58;80
2020/1/1 22:28:58;80
2020/1/1 22:30:58;80
2020/1/1 22:32:58;80
2020/1/1 22:34:58;80
2020/1/1 22:36:58;80
2020/1/1 22:38:58;80
2020/1/1 22:40:58;80
2020/1/1 22:42:58;80
2020/1/1 22:44:58;80
2020/1/1 22:46:58;80
2020/1/1 22:48:58;80
2020/1/1 22:50:58;80
2020/1/1 22:52:58;80
2020/1/1 22:54:58;80
2020/1/1 22:56:58;80
2020/1/1 22:58:58;80
2020/1/1 23:00:58;80
2020/1/1 23:02:58;80
2020/1/1 23:04:58;80
2020/1/1 23:06:58;80
2020/1/1 23:08:58;80
2020/1/1 23:10:58;80
2020/1/1 23:12:58;80
2020/1/1 23:14:58;80
2020/1/1 23:16:58;80
2020/1/1 23:18:58;80
2020/1/1 23:20:58;80
